title,original_title,score,type,release_date,duration,resume,top_cast,audience,country,original_language
Blade Runner,,8.1,"Drama,Mystery,Sci-Fi",1982,1 hour 57 minutes,"In the early twenty-first century, the Tyrell Corporation, during what was called the Nexus phase, developed robots, called ""replicants"", that were supposed to aid society, the replicants which looked and acted like humans. When the superhuman generation Nexus 6 replicants, used for dangerous off-Earth endeavors, began a mutiny on an off-Earth colony, replicants became illegal on Earth. Police units, called ""blade runners"", have the job of destroying - or in their parlance ""retiring"" - any replicant that makes its way back to or created on Earth, with anyone convicted of aiding or assisting a replicant being sentenced to death. It's now November, 2019 in Los Angeles, California. Rick Deckard, a former blade runner, is called out of retirement when four known replicants, most combat models, have made their way back to Earth, with their leader being Roy Batty. One, Leon Kowalski, tried to infiltrate his way into the Tyrell Corporation as an employee, but has since been able to escape. Beyond following Leon's trail in hopes of finding and retiring them all, Deckard believes part of what will help him is figuring out what the replicants wanted with the Tyrell Corporation in trying to infiltrate it. The answer may lie with Tyrell's fail-safe backup mechanism. Beyond tracking the four, Deckard faces a possible dilemma in encountering a fifth replicant: Rachael, who works as Tyrell's assistant. The issue is that Dr. Elden Tyrell is experimenting with her, to provide her with fake memories so as to be able to better control her. With those memories, Rachael has no idea that she is not human. The problem is not only Rachael's assistance to Deckard, but that he is beginning to develop feelings for her.","Harrison Ford,Rutger Hauer,Sean Young,Edward James Olmos,M. Emmet Walsh,Daryl Hannah,William Sanderson,Brion James,Joe Turkel,Joanna Cassidy,James Hong,Morgan Paull,Kevin Thompson,John Edward Allen,Hy Pyke,Kimiko Hiroshige,Bob Okazaki,Carolyn DeMirjian",Tous publics avec avertissement,United States,"English,German,Cantonese,Japanese,Hungarian,Arabic,Korean"
Memories of Murder,Original title: Salinui chueok,8.1,"Crime,Drama,Mystery",2003,2 hours 11 minutes,"In 1986, in the province of Gyunggi, in South Korea, a second young and beautiful woman is found dead, raped and tied and gagged with her underwear. Detective Park Doo-Man and Detective Cho Yong-koo, two brutal and stupid local detectives without any technique, investigate the murder using brutality and torturing the suspects, without any practical result. The Detective Seo Tae-Yoon from Seoul comes to the country to help the investigations and is convinced that a serial-killer is killing the women. When a third woman is found dead in the same ""modus-operandi"", the detectives find leads of the assassin.","Kang-ho Song,Kim Sang-kyung,Roe-ha Kim,Jae-ho Song,Byun Hee-Bong,Seo-hie Ko,Tae-ho Ryu,No-shik Park,Park Hae-il,Mi-seon Jeon,Young-hwa Seo,Woo Go-na,Ok-joo Lee,Jong-ryol Choi,Seung-mok Yoo,Hun-Kyung Lee,Hyeon-jong Sin,Jae-eung Lee",Tous publics,South Korea,"Korean,English"
V pour vendetta,Original title: V for Vendetta,8.1,"Action,Drama,Sci-Fi",2005,2 hours 12 minutes,"In the distant future, Evey Hammond is an average citizen of the United Kingdom, which is under the rule of the fascist and tyrannical Norsefire Party. She is an employee of the state-run British Television Network, but soon, she becomes the number one enemy of the state together with an enigmatic and larger-than-life freedom fighter known only by the letter ""V"". V informs Evey that she must hide in his underground lair for at least one year, and while she is reluctant to the idea at first, a bond soon forms between the two individuals. In the meanwhile, the mysterious past of V is gradually revealed to the police inspector tasked with capturing him, Eric Finch, and it is not long until he starts questioning everything his government stands for.","Hugo Weaving,Natalie Portman,Rupert Graves,Stephen Rea,Stephen Fry,John Hurt,Tim Pigott-Smith,Roger Allam,Ben Miles,Sinéad Cusack,Natasha Wightman,John Standing,Eddie Marsan,Clive Ashborn,Emma Field-Rayner,Ian Burfield,Mark Phoenix,Alister Mazzotti",Tous publics avec avertissement,"United States,United Kingdom,Germany",English
Jurassic Park,,8.1,"Action,Adventure,Sci-Fi",1993,2 hours 7 minutes,"Huge advancements in scientific technology have enabled a mogul to create an island full of living dinosaurs. John Hammond has invited four individuals, along with his two grandchildren, to join him at Jurassic Park. But will everything go according to plan? A park employee attempts to steal dinosaur embryos, critical security systems are shut down and it now becomes a race for survival with dinosaurs roaming freely over the island.","Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,Bob Peck,Martin Ferrero,BD Wong,Joseph Mazzello,Ariana Richards,Samuel L. Jackson,Wayne Knight,Gerald R. Molen,Miguel Sandoval,Cameron Thor,Christopher John Fields,Whit Hertford,Dean Cundey,Jophery C. Brown",Tous publics,United States,"English,Spanish"
Le troisième homme,Original title: The Third Man,8.1,"Film-Noir,Mystery,Thriller",1949,1 hour 44 minutes,"An out of work pulp fiction novelist, Holly Martins, arrives in a post war Vienna divided into sectors by the victorious allies, and where a shortage of supplies has led to a flourishing black market. He arrives at the invitation of an ex-school friend, Harry Lime, who has offered him a job, only to discover that Lime has recently died in a peculiar traffic accident. From talking to Lime's friends and associates Martins soon notices that some of the stories are inconsistent, and determines to discover what really happened to Harry Lime.","Orson Welles,Joseph Cotten,Alida Valli,Trevor Howard,Paul Hörbiger,Ernst Deutsch,Erich Ponto,Siegfried Breuer,Hedwig Bleibtreu,Bernard Lee,Wilfrid Hyde-White,Nelly Arno,Jack Arrow,Harold Ayer,Harry Belcher,Leo Bieber,Paul Birch,Martin Boddey",Tous publics,United Kingdom,"English,German,Russian,French"
Les fraises sauvages,Original title: Smultronstället,8.2,"Drama,Romance",1957,1 hour 31 minutes,"With the exception of his elderly housekeeper Miss Agda who he treats almost like a surrogate platonic wife, widowed seventy-eight year old Dr. Isak Borg, a former medical doctor and professor, has retreated from any human contact, partly his own want but partly the decision of others who do not want to spend time with him because of his cold demeanor. He is traveling from his home in Stockholm to Lund to accept an honorary degree. Instead of flying as was the original plan, he decides to take the day long drive instead. Along for the ride is his daughter-in-law Marianne, who had been staying with him for the month but has now decided to go home. The many stops and encounters along the way make him reminisce about various parts of his life. Those stops which make him reminisce directly are at his childhood summer home, at the home of his equally emotionally cold mother, and at a gas station where the attendants praise him as a man for his work. But the lives of other people they encounter almost mirror his own, including hitchhikers Sara, Viktor and Anders - who remind him of his cousin Sara who he was going to marry, himself and his irresponsible brother Sigfrid who Sara eventually married - a bickering married couple Sten and Berit Alman, and Marianne and her husband and Isak's son Evald, whose marriage is as strained as was his own.","Victor Sjöström,Bibi Andersson,Ingrid Thulin,Gunnar Björnstrand,Jullan Kindahl,Folke Sundquist,Björn Bjelfvenstam,Naima Wifstrand,Gunnel Broström,Gertrud Fridh,Sif Ruud,Gunnar Sjöberg,Max von Sydow,Åke Fridell,Yngve Nordwall,Per Sjöstrand,Gio Petré,Gunnel Lindblom",Tous publics,Sweden,"Swedish,Latin"
The Truman Show,,8.1,"Comedy,Drama",1998,1 hour 43 minutes,"Since birth, a big fat lie defines the well-organised but humdrum life of the kind-hearted insurance salesman and ambitious explorer, Truman Burbank. Utterly unaware of the thousands of cleverly hidden cameras watching his every move, for nearly three decades, Truman's entire existence pivots around the will and the wild imagination of the ruthlessly manipulative television producer, Christof--the all-powerful TV-God of an extreme 24/7 reality show: The Truman Show. As a result, Truman's picturesque neighbourhood with the manicured lawns and the uncannily perfect residents is nothing but an elaborate state-of-the-art set, and the only truth he knows is what the worldwide television network and its deep financial interests dictate. Do lab rats know they are forever imprisoned?","Jim Carrey,Ed Harris,Laura Linney,Noah Emmerich,Natascha McElhone,Holland Taylor,Brian Delate,Blair Slater,Peter Krause,Heidi Schanz,Ron Taylor,Don Taylor,Ted Raymond,Judy Clayton,Fritz Dominique,Angel Schmiedt,Nastassja Schmiedt,Muriel Moore",Tous publics,United States,English
Sixième sens,Original title: The Sixth Sense,8.1,"Drama,Mystery,Thriller",1999,1 hour 47 minutes,Malcom Crowe (,"Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams,Trevor Morgan,Donnie Wahlberg,Peter Anthony Tambakis,Jeffrey Zubernis,Bruce Norris,Glenn Fitzgerald,Greg Wood,Mischa Barton,Angelica Page,Lisa Summerour,Firdous Bamji,Samia Shoaib,Hayden Saunier,Janis Dardaris",12,United States,"English,Latin,Spanish"
Elephant Man,Original title: The Elephant Man,8.1,"Biography,Drama",1980,2 hours 4 minutes,"In Victorian London, Dr. ","Anthony Hopkins,John Hurt,Anne Bancroft,John Gielgud,Wendy Hiller,Freddie Jones,Michael Elphick,Hannah Gordon,Helen Ryan,John Standing,Dexter Fletcher,Lesley Dunlop,Phoebe Nicholls,Pat Gorman,Claire Davenport,Orla Pederson,Patsy Smart,Frederick Treves",Tous publics,"United States,United Kingdom","English,French"
The Thing,,8.1,"Horror,Mystery,Sci-Fi",1982,1 hour 49 minutes,"A US research station, Antarctica, early-winter 1982. The base is suddenly buzzed by a helicopter from the nearby Norwegian research station. They are trying to kill a dog that has escaped from their base. After the destruction of the Norwegian chopper the members of the US team fly to the Norwegian base, only to discover them all dead or missing. They do find the remains of a strange creature the Norwegians burned. The Americans take it to their base and deduce that it is an alien life form. After a while it is apparent that the alien can take over and assimilate into other life forms, including humans, and can spread like a virus. This means that anyone at the base could be inhabited by The Thing, and tensions escalate.","Kurt Russell,Wilford Brimley,Keith David,Richard Masur,T.K. Carter,David Clennon,Richard Dysart,Charles Hallahan,Peter Maloney,Donald Moffat,Joel Polis,Thomas G. Waites,Norbert Weisser,Larry Franco,Nate Irwin,William Zeman,Adrienne Barbeau,John Carpenter",13,"United States,Canada","English,Norwegian"
3 Billboards: Les panneaux de la vengeance,"Original title: Three Billboards Outside Ebbing, Missouri",8.1,"Comedy,Crime,Drama",2017,1 hour 55 minutes,"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI is a darkly comic drama from Academy Award nominee Martin McDonagh (In Bruges). After months have passed without a culprit in her daughter's murder case, Mildred Hayes (Academy Award winner Frances McDormand) makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby (Academy Award nominee Woody Harrelson), the town's revered chief of police. When his second-in-command Officer Dixon (Academy Award winner Sam Rockwell), an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.","Frances McDormand,Woody Harrelson,Sam Rockwell,Caleb Landry Jones,Kerry Condon,Alejandro Barrios,Jason Ledford,Darrell Britt-Gibson,Abbie Cornish,Riya May Atwood,Selah Atwood,Lucas Hedges,Zeljko Ivanek,Amanda Warren,Malaya Rivera Drew,Sandy Martin,Peter Dinklage,Christopher Berry",Tous publics,"United Kingdom,United States",English
Le septième sceau,Original title: Det sjunde inseglet,8.2,"Drama,Fantasy,History",1957,1 hour 36 minutes,"A Knight and his squire are home from the crusades. Black Death is sweeping their country. As they approach home, Death appears to the knight and tells him it is his time. The knight challenges Death to a chess game for his life. The Knight and Death play as the cultural turmoil envelopes the people around them as they try, in different ways, to deal with the upheaval the plague has caused.","Max von Sydow,Gunnar Björnstrand,Bengt Ekerot,Nils Poppe,Bibi Andersson,Inga Gill,Maud Hansson,Inga Landgré,Gunnel Lindblom,Bertil Anderberg,Anders Ek,Åke Fridell,Gunnar Olsson,Erik Strandmark,Siv Aleros,Sten Ardenstam,Harry Asklund,Benkt-Åke Benktsson",Tous publics,Sweden,"Swedish,Latin"
La légende de Klaus,Original title: Klaus,8.2,"Animation,Adventure,Comedy",2019,1 hour 36 minutes,"When Jesper (Jason Schwartzman) distinguishes himself as the postal academy's worst student, he is stationed on a frozen island above the Arctic Circle, where the feuding locals hardly exchange words let alone letters. Jesper is about to give up when he finds an ally in local teacher Alva (Rashida Jones), and discovers Klaus (Oscar® winner J.K. Simmons), a mysterious carpenter who lives alone in a cabin full of handmade toys. These unlikely friendships return laughter to Smeerensburg, forging a new legacy of generous neighbors, magical lore and stockings hung by the chimney with care. An animated Christmas comedy directed by Despicable Me co-creator Sergio Pablos, KLAUS co-stars Rashida Jones, Jason Schwartzman and JK Simmons.","Jason Schwartzman,J.K. Simmons,Rashida Jones,Will Sasso,Neda Margrethe Labba,Sergio Pablos,Norm MacDonald,Joan Cusack,Evan Agos,Sky Alexis,Jaeden Bettencourt,Teddy Blum,Mila Brener,Sydney Brower,Finn Carr,Kendall Joy Hall,Hailey Hermida,Lexie Holland",7,"Spain,United Kingdom,United States","English,Saami"
No Country for Old Men,,8.1,"Crime,Drama,Thriller",2007,2 hours 2 minutes,"In rural Texas, welder and hunter Llewelyn Moss (","Tommy Lee Jones,Javier Bardem,Josh Brolin,Woody Harrelson,Kelly Macdonald,Garret Dillahunt,Tess Harper,Barry Corbin,Stephen Root,Rodger Boyce,Beth Grant,Ana Reeder,Kit Gwin,Zach Hopkins,Chip Love,Eduardo Antonio Garcia,Gene Jones,Myk Watford",12,United States,"English,Spanish"
